Comp,BID,SID,CID,rg,asph,acyl,anis,num dom,seg,avgsize,maxsize,eig1,eig2,eig3,eig4,eig5,eig6,eig7,eig8,eig9,eig10,n_eig
0.15,0.4,19,21,11.3103718,57.98571069,30.07521439,0.256780972,3,41,119.6666667,321,0.000443024,0.001269549,0.003887778,0.005162217,0.006123161,0.00865385,0.010437697,0.012436468,0.014151062,0.015955065,1.53E-05
0.15,0.4,19,22,13.21720266,105.3010126,45.33905271,0.411578488,2,37,181.5,266,0.000239565,0.001544754,0.004574282,0.006407205,0.007841932,0.009179927,0.009279584,0.011153247,0.01207106,0.013544967,7.99E-06
0.15,0.4,19,23,12.6066155,74.58437928,33.70413869,0.264852855,4,44,89,265,0.000311413,0.000987928,0.001472963,0.003072087,0.003896399,0.007439155,0.008182729,0.008993824,0.012056269,0.013035092,1.04E-05
0.15,0.6,20,0,11.96257636,62.64162509,32.22817394,0.243581327,5,29,74.2,147,0.000466841,0.000590735,0.002271418,0.005854031,0.006785764,0.007695583,0.007950539,0.011376421,0.012389357,0.013273207,1.61E-05
0.15,0.6,20,1,13.16728768,112.6607877,43.74567786,0.468613908,2,25,187.5,191,0.000265742,0.002240163,0.002710853,0.004992302,0.006693182,0.008217407,0.011114907,0.012468493,0.014066164,0.016467624,8.86E-06
0.15,0.6,20,2,10.44574484,43.7637951,21.76434834,0.203977676,1,5,395,395,0.00098586,0.001600258,0.003575441,0.004840983,0.005092404,0.007328493,0.008264007,0.012059632,0.013441447,0.014122499,3.29E-05
0.15,0.6,20,3,10.86088202,54.22361086,25.0939214,0.257137137,1,5,395,395,0.00072378,0.002424564,0.003395574,0.00605457,0.006849988,0.009060122,0.010139282,0.012543332,0.014714856,0.015175447,2.41E-05
0.15,0.6,20,4,12.0179282,64.44528672,31.45298258,0.245998001,1,5,395,395,0.000472084,0.000887587,0.001976488,0.004379146,0.00476564,0.005649108,0.009884262,0.01140643,0.013396284,0.013889294,1.57E-05
0.15,0.6,20,5,10.83735334,54.78908491,25.07884582,0.26315276,1,5,395,395,0.000694321,0.001924774,0.002218683,0.004670367,0.006828564,0.008303979,0.009026397,0.011205062,0.012490519,0.017458482,2.31E-05
0.15,0.6,20,6,7.904055921,16.99142393,8.700228021,0.097979013,1,5,395,395,0.002802728,0.003641625,0.005593195,0.008341414,0.00886653,0.012425081,0.012982591,0.016489759,0.017865005,0.022163036,9.34E-05
0.15,0.6,20,7,11.72995207,67.2491439,31.82070914,0.289605659,6,43,59.5,126,0.000311928,0.000944463,0.001801365,0.004459106,0.006906352,0.007230678,0.011907368,0.012981073,0.014200252,0.01538971,1.08E-05
0.15,0.6,20,8,10.65338646,52.8892859,25.42768664,0.268193947,2,5,197.5,338,0.000809806,0.00206363,0.00321907,0.003436096,0.007675016,0.009165307,0.009801605,0.011196999,0.012947028,0.017462659,2.70E-05
0.15,0.6,20,9,9.970666254,44.72281982,21.19457721,0.247601559,1,5,395,395,0.000816155,0.003064244,0.005808234,0.007706134,0.008249216,0.009549338,0.012075211,0.014122036,0.01538903,0.018763296,2.72E-05
0.15,0.6,20,10,10.44994109,59.87663675,23.89820743,0.347101389,1,5,395,395,0.000625586,0.003529086,0.004570292,0.006522472,0.006781338,0.010949284,0.012919223,0.01295023,0.01566967,0.016304568,2.09E-05
0.15,0.6,20,11,12.8868757,102.6736458,42.97744011,0.434481237,4,30,92.5,165,0.000253493,0.002209959,0.003519395,0.004211135,0.008145976,0.008707324,0.009630531,0.010297063,0.013269333,0.015552748,8.45E-06
0.15,0.6,20,12,10.45106661,57.12808666,24.85438063,0.323967247,1,5,395,395,0.000777215,0.002434963,0.003538515,0.005235994,0.006313653,0.008619168,0.011094473,0.012474122,0.014214829,0.017176471,2.59E-05
0.15,0.6,20,13,12.74934886,91.55806875,39.25470134,0.368682815,5,43,71.4,153,0.000308802,0.000897655,0.002076254,0.005947892,0.008270051,0.008691563,0.009334916,0.012025597,0.016007756,0.016791525,1.06E-05
0.15,0.6,20,14,10.13512693,49.58433827,22.16266572,0.281533174,1,5,395,395,0.000970236,0.002962472,0.003642274,0.006341949,0.008686562,0.012549144,0.013733978,0.015312003,0.017508553,0.018442579,3.23E-05
0.15,0.6,20,15,11.17056966,75.97250924,28.52032411,0.419552609,3,25,125,191,0.000328512,0.002147925,0.002792287,0.004771637,0.007691568,0.009926475,0.01057016,0.013634171,0.014037086,0.017804591,1.10E-05
0.15,0.6,20,16,9.150405689,25.33478453,15.05567287,0.126798238,1,5,395,395,0.001864698,0.00309407,0.005048179,0.006517505,0.007968024,0.009436687,0.011234479,0.012808924,0.015786747,0.018440644,6.43E-05
0.15,0.6,20,17,12.04362105,74.73382174,34.7858328,0.319496691,2,5,197.5,338,0.000572821,0.001315212,0.002111413,0.005584705,0.007531803,0.009452636,0.0122458,0.012628726,0.013633189,0.015688652,1.91E-05
0.15,0.6,20,18,15.46599068,157.4535052,64.04977996,0.476039722,6,80,53.33333333,100,0.000138203,0.000724146,0.001624026,0.004013745,0.005213749,0.007758533,0.010844433,0.011524833,0.012885251,0.013002823,4.61E-06
0.15,0.6,20,19,12.39132676,90.1111275,34.60501856,0.385930228,3,29,123.6666667,213,0.000285429,0.001716406,0.002608848,0.004505026,0.005843697,0.007916881,0.009114963,0.010532328,0.011189881,0.017221099,9.51E-06
0.15,0.6,20,20,12.73684715,101.1403298,40.94658021,0.435281644,2,35,182.5,265,0.000281031,0.002349837,0.003950513,0.006064182,0.006307544,0.009807774,0.011478112,0.014681118,0.015625582,0.018798775,9.37E-06
0.15,0.6,20,21,11.84352647,67.55752529,32.06147583,0.280517454,3,40,120,322,0.000453787,0.001475875,0.002085777,0.005108975,0.00770336,0.008518087,0.009155356,0.010738308,0.012177347,0.013023954,1.56E-05
0.15,0.6,20,22,9.872119176,38.25756526,18.4348711,0.193670006,1,5,395,395,0.001118635,0.002339371,0.003483712,0.005478779,0.008162737,0.009648521,0.010972763,0.012532091,0.014126263,0.017707497,3.73E-05
0.15,0.6,20,23,11.59521563,65.96672328,29.97159409,0.285931002,1,5,395,395,0.000451786,0.001351133,0.002227533,0.004278594,0.007047523,0.008233923,0.011714204,0.014917117,0.017685044,0.02077757,1.51E-05
0.15,0.6,21,0,11.68222649,63.37672652,30.4649919,0.266386924,1,44,356,356,0.000522208,0.001055432,0.002475288,0.005152577,0.005725857,0.008767961,0.010672504,0.010775347,0.014658973,0.015816973,1.80E-05
0.15,0.6,21,1,16.00073381,151.0548111,65.36832449,0.402119507,4,133,66.75,133,0.000169505,0.000436368,0.00158575,0.002165719,0.004694542,0.005829626,0.009047042,0.011094038,0.01338892,0.014140249,5.65E-06
0.15,0.6,21,2,16.73022011,173.0492496,73.44700543,0.432405992,8,131,33.625,80,0.000129157,0.000443779,0.001359366,0.001755893,0.005058582,0.006169324,0.009910571,0.010801726,0.013392887,0.014059255,4.31E-06
0.15,0.6,21,3,11.52324288,73.22689536,30.17582906,0.353362178,2,56,172,200,0.000354449,0.001409811,0.003354238,0.005939621,0.00727069,0.008140543,0.01046855,0.01201657,0.014191996,0.014906354,1.18E-05
0.15,0.6,21,4,15.22100284,135.5880222,57.80727177,0.388694011,6,129,45.16666667,144,0.000144481,0.000689807,0.00133831,0.002268853,0.00380467,0.00548124,0.006798541,0.010874689,0.012138515,0.013491127,4.98E-06
0.15,0.6,21,5,13.17336168,77.18538662,35.91832261,0.241626118,1,44,356,356,0.000370979,0.000761877,0.001187974,0.001982914,0.002782964,0.004956093,0.009154345,0.010010869,0.010713451,0.014087316,1.24E-05
0.15,0.6,21,6,10.03291985,32.86380768,18.24869074,0.143612412,1,44,356,356,0.001140689,0.001201318,0.002864538,0.00414666,0.005749313,0.008239835,0.008642429,0.011554267,0.012694713,0.013776847,3.80E-05
0.15,0.6,21,7,12.76883803,93.85600793,40.25793978,0.376217249,2,87,156.5,233,0.000232662,0.001263547,0.002023649,0.004195373,0.005348532,0.009441774,0.010100999,0.012210443,0.016559167,0.016716307,8.02E-06
0.15,0.6,21,8,10.06713483,39.12740017,18.75113431,0.184817879,1,44,356,356,0.000912231,0.002711596,0.003225559,0.004891845,0.006251201,0.008968946,0.009399998,0.010968613,0.013241672,0.014021393,3.04E-05
0.15,0.6,21,9,12.29495414,86.05380526,35.28146656,0.370099627,2,74,163,256,0.000273553,0.001585101,0.00241809,0.003829093,0.00712575,0.008481812,0.009323898,0.012146997,0.013431913,0.016116458,9.12E-06
0.15,0.6,21,10,12.03516493,72.62883871,32.08865028,0.295229443,2,65,167.5,296,0.000380855,0.001883236,0.002570677,0.003409604,0.005259849,0.008369684,0.009553594,0.011017884,0.012346142,0.017024352,1.31E-05
0.15,0.6,21,11,12.47151678,83.32874772,34.60657483,0.33119668,1,44,356,356,0.000377571,0.001245233,0.001511629,0.003516562,0.006393575,0.007780582,0.008397193,0.009572108,0.012211184,0.015649835,1.26E-05
0.15,0.6,21,12,13.67833751,103.3317538,45.66400167,0.353470339,2,87,156.5,233,0.000226008,0.001155029,0.001524467,0.002885541,0.004395036,0.006064792,0.009191778,0.01035835,0.012919479,0.013707505,7.53E-06
0.15,0.6,21,13,10.73901625,52.04303548,24.18736296,0.250300307,1,44,356,356,0.000819427,0.001340239,0.002677384,0.005542997,0.006859823,0.007896755,0.00912862,0.009396633,0.012889406,0.016673039,2.83E-05
0.15,0.6,21,14,10.67147545,49.4663969,22.45475305,0.231894926,1,44,356,356,0.000840239,0.001338419,0.003088134,0.004327344,0.005686253,0.007231322,0.009031474,0.011314007,0.013370334,0.01565106,2.80E-05
0.15,0.6,21,15,14.4145683,123.1071755,52.07586649,0.390719138,3,104,98.66666667,233,0.000204027,0.001170639,0.001821499,0.00276494,0.006213649,0.007103384,0.009541392,0.009954045,0.012035493,0.016104436,7.04E-06
0.15,0.6,21,16,10.19844711,40.05041342,20.35981849,0.18950729,1,44,356,356,0.000918145,0.002018656,0.002851061,0.005752574,0.008555246,0.009492679,0.010487526,0.011233243,0.013578195,0.014547776,3.06E-05
0.15,0.6,21,17,13.43326793,101.0279221,45.36008928,0.362805589,2,87,156.5,233,0.000232934,0.001006322,0.002168368,0.003852787,0.005147048,0.00836124,0.009765565,0.010652582,0.014076788,0.014720586,7.76E-06
0.15,0.6,21,18,11.4825894,61.42434638,29.42998929,0.269376763,1,44,356,356,0.000524752,0.001274595,0.001459569,0.005166831,0.00690544,0.009535782,0.012001507,0.012854851,0.01602719,0.017598955,1.75E-05
0.15,0.6,21,19,9.826233804,35.62558622,17.89244508,0.17490591,1,44,356,356,0.001087653,0.001566576,0.003144423,0.005486613,0.005670427,0.008493346,0.010424236,0.011656028,0.013993289,0.015779367,3.63E-05
0.15,0.6,21,20,9.693685026,29.79576486,16.32357724,0.134307252,1,44,356,356,0.000951591,0.002052608,0.002919132,0.004619136,0.006483414,0.00758715,0.008617206,0.009542602,0.010807078,0.015817671,3.17E-05
0.15,0.6,21,21,8.831310638,21.04631594,11.23222541,0.097420202,1,44,356,356,0.001171699,0.003484489,0.003746103,0.004559937,0.005813173,0.009552745,0.009805969,0.010822042,0.014087322,0.01768797,3.91E-05
0.15,0.6,21,22,16.65715645,163.6883423,76.50278874,0.409108682,4,138,65.5,133,0.000160303,0.000402045,0.001224709,0.003300901,0.00422507,0.005951926,0.009144453,0.011283124,0.011950004,0.017576094,5.53E-06
0.15,0.6,21,23,14.830388,117.1720185,55.31049705,0.337080665,4,104,74,87,0.000195479,0.000626987,0.001445011,0.001606039,0.006111775,0.007144471,0.009251802,0.009934731,0.012308948,0.014690005,6.74E-06
0.15,0.6,22,0,12.28827496,68.47347767,32.58843719,0.253619397,2,6,197,276,0.000487606,0.001248057,0.001473746,0.0038921,0.007252476,0.007631668,0.009745742,0.010762495,0.011632802,0.013945582,1.63E-05
0.15,0.6,22,1,13.39331252,113.6218027,44.71669507,0.449963971,4,50,87.5,157,0.000234995,0.001037775,0.00390957,0.004801574,0.005259133,0.00873448,0.009939917,0.010041085,0.010675264,0.013952567,8.10E-06
0.15,0.6,22,2,15.43108324,150.689028,63.82841222,0.45188556,4,75,81.25,177,0.000162918,0.000630571,0.003778868,0.003995856,0.005925849,0.00757515,0.008969145,0.009418296,0.011042272,0.011526684,5.62E-06
0.15,0.6,22,3,17.7255245,200.7161134,81.93061043,0.447147056,6,123,46.16666667,137,0.000106501,0.000491372,0.001244089,0.00214199,0.004353567,0.006603528,0.006788979,0.010023397,0.010705319,0.010933118,3.67E-06
0.15,0.6,22,4,12.38781403,69.79784548,35.41452964,0.26247617,2,19,190.5,324,0.000550054,0.000580267,0.002018179,0.004486079,0.005862534,0.008144918,0.008984228,0.011042508,0.012636622,0.014803584,1.83E-05
0.15,0.6,22,5,11.83191547,67.50714876,32.89358861,0.283959256,1,6,394,394,0.000463813,0.001381295,0.004181465,0.005789309,0.006775431,0.007462624,0.009641966,0.011678631,0.01319169,0.015982406,1.55E-05
0.15,0.6,22,6,10.20163403,39.18520449,21.0196044,0.185103813,1,6,394,394,0.001227348,0.00253154,0.005043048,0.006014776,0.007481411,0.008357906,0.011026,0.012804122,0.013677612,0.015682313,4.09E-05
0.15,0.6,22,7,10.10909713,33.69829454,19.3984217,0.1463378,1,6,394,394,0.001304884,0.001767126,0.004015687,0.004242055,0.005418981,0.007404778,0.008713865,0.009851854,0.011387953,0.012369707,4.35E-05
0.15,0.6,22,8,11.84471295,77.2426061,32.26768852,0.350009317,1,6,394,394,0.000451095,0.002390494,0.002905941,0.004749965,0.006434634,0.006669484,0.009574575,0.010061463,0.011570921,0.013066917,1.56E-05
0.15,0.6,22,9,12.00371554,73.49740121,32.25947224,0.31082716,1,6,394,394,0.000657421,0.001393177,0.002163785,0.005054655,0.005849136,0.007958851,0.008606665,0.010345733,0.010648421,0.014548102,2.19E-05
0.15,0.6,22,10,12.33882702,88.21024656,37.16443533,0.389828197,2,28,186,260,0.00032234,0.0018213,0.003952979,0.004261171,0.007300332,0.008426493,0.008786716,0.011376591,0.012995219,0.014412106,1.07E-05
0.15,0.6,22,11,14.23075031,117.5385355,46.89980145,0.377230666,2,49,175.5,283,0.000224997,0.001178105,0.00179244,0.00388678,0.005292164,0.007565598,0.008206416,0.008944844,0.011336068,0.013116752,7.76E-06
0.15,0.6,22,12,14.08148732,115.3657132,50.90833027,0.390804831,3,39,120.3333333,209,0.000226169,0.000979093,0.00205376,0.004960277,0.005136895,0.007231584,0.008819284,0.010260258,0.014037231,0.017764691,7.80E-06
0.15,0.6,22,13,13.50510832,100.582424,43.00755833,0.350396323,3,70,110,244,0.000227292,0.001087859,0.001943361,0.0026701,0.004272104,0.007106815,0.008488748,0.010609529,0.011385832,0.014422296,7.84E-06
0.15,0.6,22,14,10.61152293,47.20630611,23.77135441,0.222701264,2,6,197,327,0.000777759,0.001368642,0.003451688,0.005457984,0.007141479,0.008469099,0.008931431,0.011192313,0.014446948,0.016172407,2.59E-05
0.15,0.6,22,15,10.015702,40.24109272,21.39488083,0.208390332,2,6,197,327,0.001004195,0.002022937,0.004397363,0.006742442,0.007682646,0.010457089,0.010726479,0.013210993,0.014052313,0.015968975,3.35E-05
0.15,0.6,22,16,11.18364008,60.3773097,25.64387475,0.27570107,1,6,394,394,0.000695327,0.001985563,0.003085634,0.004720084,0.007364186,0.008025522,0.008787681,0.009938602,0.011414384,0.014618003,2.32E-05
0.15,0.6,22,17,10.9821296,46.4851049,24.82620031,0.194045368,1,6,394,394,0.000835644,0.001152884,0.003233597,0.003613028,0.00534478,0.007641629,0.008883793,0.010394566,0.011572128,0.013681908,2.79E-05
0.15,0.6,22,18,12.97897882,84.15205589,39.73292475,0.302565237,2,28,186,260,0.000284684,0.000970611,0.001367921,0.00514351,0.005183945,0.007650191,0.009347004,0.010191253,0.010794254,0.012300008,9.49E-06
0.15,0.6,22,19,11.19685989,70.35335207,28.70829708,0.365283211,1,6,394,394,0.00060038,0.002866553,0.004248153,0.005563907,0.006730257,0.008955843,0.010216328,0.011581618,0.012766789,0.016353335,2.00E-05
0.15,0.6,22,20,12.94596223,80.99911566,39.67485663,0.290942391,2,28,186,260,0.000327739,0.000786334,0.002377282,0.004257294,0.004746963,0.008462341,0.009505984,0.010989639,0.011508771,0.013245179,1.13E-05
0.15,0.6,22,21,11.69982917,62.07403358,32.57300631,0.264736023,1,6,394,394,0.000481663,0.000789634,0.003181858,0.004412587,0.007268969,0.008683656,0.009299014,0.011737832,0.014050756,0.01478755,1.61E-05
0.15,0.6,22,22,12.81937161,75.2046274,37.23691476,0.262048879,1,6,394,394,0.000509278,0.000847997,0.001766821,0.003321917,0.004563127,0.005006668,0.007649233,0.0097032,0.010426744,0.011436275,1.70E-05
0.15,0.6,22,23,13.51383239,107.0554707,43.53478509,0.389763555,3,54,115.3333333,177,0.000190542,0.000960568,0.003515306,0.004110936,0.006070922,0.007763168,0.008997506,0.010388952,0.011526744,0.012560148,6.57E-06
0.15,0.6,23,0,11.30062845,65.72930026,27.85831029,0.31002112,1,35,365,365,0.000638239,0.001773405,0.002646299,0.005077895,0.006919996,0.007369897,0.008154651,0.009729168,0.013248713,0.015338159,2.13E-05
0.15,0.6,23,1,12.28069922,75.01405556,33.77010575,0.295972295,2,35,182.5,302,0.000422649,0.00096788,0.001912318,0.003263005,0.004578105,0.005574942,0.009042374,0.009659382,0.012227734,0.012705354,1.41E-05
0.15,0.6,23,2,11.7769968,55.54503468,28.22965583,0.205002035,2,62,169,310,0.000558723,0.001091849,0.002239005,0.003899462,0.006057514,0.007034573,0.007737156,0.009914715,0.010477292,0.01117162,1.86E-05
0.15,0.6,23,3,13.37290238,101.9786823,45.59076818,0.378275421,2,48,176,287,0.000322126,0.001007605,0.0022236,0.00342182,0.006103933,0.008260803,0.010124929,0.011323464,0.012610963,0.014098676,1.07E-05
0.15,0.6,23,4,10.63358289,48.76328004,23.67666933,0.233276033,1,35,365,365,0.000789361,0.001500612,0.00237466,0.005452818,0.005809613,0.008829568,0.009744585,0.010951462,0.012271332,0.014634008,2.63E-05
0.15,0.6,23,5,8.905577051,21.24710469,12.12626194,0.098746291,1,35,365,365,0.001366334,0.002136107,0.003515634,0.005548466,0.006988275,0.007280082,0.009723005,0.010762877,0.013194128,0.013523461,4.55E-05
0.15,0.6,23,6,14.08334678,112.8405059,47.11025158,0.375158959,5,70,66,196,0.000340252,0.000809243,0.001885769,0.002855463,0.004499945,0.007677572,0.00950325,0.009636777,0.0108598,0.012174234,1.13E-05
0.15,0.6,23,7,12.09872404,67.39373689,33.58391792,0.264180024,1,35,365,365,0.000519763,0.000862331,0.00185272,0.005369992,0.006217303,0.00677495,0.008556037,0.009955151,0.01203606,0.01335942,1.73E-05
0.15,0.6,23,8,12.52018136,90.76990742,36.1352245,0.38102685,2,58,171,226,0.000265217,0.001349345,0.004003422,0.0053688,0.00674948,0.007521564,0.008997617,0.009531538,0.012907659,0.014622789,9.15E-06
0.15,0.6,23,9,13.65060221,111.0711,45.21007946,0.402105546,4,96,76,202,0.000209628,0.000996956,0.001750782,0.003414639,0.006234465,0.007005413,0.008362953,0.009829605,0.010634511,0.013928106,7.23E-06
0.15,0.6,23,10,11.05880402,44.2070141,25.32446764,0.176092373,1,35,365,365,0.00084869,0.001140546,0.001916594,0.002964734,0.00562545,0.00706466,0.00849209,0.009454903,0.010401691,0.013029295,2.83E-05
0.15,0.6,23,11,9.540714391,30.18327252,15.65386647,0.144929508,1,35,365,365,0.000845787,0.001590244,0.002571735,0.004879087,0.006484839,0.008284147,0.010110186,0.010377281,0.012832367,0.014280986,2.82E-05
0.15,0.6,23,12,12.25519834,87.61022306,35.41601392,0.38541491,2,58,171,226,0.00026966,0.001975854,0.002871015,0.004346466,0.005886416,0.008783878,0.010166859,0.011639781,0.013207327,0.013891831,8.99E-06
0.15,0.6,23,13,10.57782771,42.56266968,21.38127591,0.183670341,1,35,365,365,0.000977154,0.001512557,0.002999728,0.004773261,0.005637987,0.007297406,0.009919748,0.010992126,0.011653233,0.013293209,3.26E-05
0.15,0.6,23,14,12.04639335,63.84363258,31.50952686,0.240828823,2,62,169,310,0.00050861,0.001018936,0.002034225,0.003232797,0.004898194,0.006052518,0.006611411,0.00979766,0.012107468,0.012421843,1.70E-05
0.15,0.6,23,15,13.08531405,100.8822068,39.34870405,0.392222449,6,58,57,138,0.000242254,0.001535802,0.002000504,0.003948404,0.005534271,0.007239809,0.008189589,0.009242364,0.009813342,0.011219019,8.08E-06
0.15,0.6,23,16,10.68201931,41.67959567,24.60594051,0.181399515,1,35,365,365,0.000857902,0.001329679,0.002271276,0.004274527,0.00745619,0.007758164,0.009094389,0.010429892,0.011999339,0.012868144,2.86E-05
0.15,0.6,23,17,11.89959098,79.73979998,30.54802642,0.357694948,1,35,365,365,0.000446583,0.001436178,0.002517617,0.003703943,0.006407198,0.007259951,0.008203437,0.01171952,0.013900789,0.015121915,1.49E-05
0.15,0.6,23,18,9.355470472,25.37490688,13.94176903,0.113819778,1,35,365,365,0.001363203,0.002185092,0.003977493,0.004954975,0.007092668,0.007257498,0.008029901,0.009790614,0.011902237,0.014510343,4.54E-05
0.15,0.6,23,19,12.63607012,79.97159235,36.84167414,0.30087147,3,84,105.3333333,241,0.000275723,0.001342005,0.001508148,0.002888334,0.005253311,0.007036194,0.008159265,0.00953169,0.011304806,0.01246363,9.51E-06
0.15,0.6,23,20,11.34202688,68.79003126,27.80479918,0.330186123,1,35,365,365,0.00047509,0.0018818,0.002298975,0.004872076,0.005895988,0.006440439,0.010097966,0.011522539,0.013013185,0.013704697,1.64E-05
0.15,0.6,23,21,11.76554164,63.50351392,29.08736461,0.255823073,1,35,365,365,0.000508834,0.001376032,0.001676534,0.003259248,0.005517135,0.006331524,0.008478019,0.009734278,0.010843928,0.013311646,1.70E-05
0.15,0.6,23,22,9.56985646,28.32875751,15.43332984,0.128439171,1,35,365,365,0.00137794,0.002070308,0.002764002,0.004402468,0.005679107,0.007059058,0.00825322,0.009404608,0.012109248,0.014567422,4.75E-05
0.15,0.6,23,23,12.38854475,73.8672546,35.44814748,0.28527085,3,62,112.6666667,304,0.000411242,0.000748756,0.001771153,0.003673422,0.005277344,0.007417336,0.008234397,0.008459339,0.011840088,0.012710134,1.37E-05
0.15,0.6,24,0,9.521401256,28.09812917,14.63338339,0.12653291,1,7,393,393,0.001507158,0.002588429,0.002850839,0.003923483,0.005360307,0.00621894,0.008579919,0.00953023,0.010529371,0.011915508,5.02E-05
0.15,0.6,24,1,12.366941,76.17499051,34.16203135,0.295487766,2,40,180,295,0.000332796,0.001409034,0.002928175,0.003908118,0.005383726,0.007873306,0.008167095,0.011309102,0.013210963,0.013482691,1.11E-05
0.15,0.6,24,2,13.15268876,85.63207019,39.79590686,0.29455626,2,18,191,323,0.000399182,0.001001425,0.002146625,0.002353369,0.006342398,0.006743284,0.007451742,0.009005635,0.010644782,0.01171141,1.38E-05
0.15,0.6,24,3,12.63289131,82.01094887,35.24549185,0.308561577,1,7,393,393,0.00044183,0.001229518,0.002492203,0.003237847,0.004673003,0.006318737,0.007614543,0.009140703,0.011088217,0.014014008,1.47E-05
0.15,0.6,24,4,11.06754682,50.03338651,24.73016854,0.208894711,1,7,393,393,0.00067629,0.000998117,0.00312414,0.003724141,0.006017832,0.006611971,0.008857234,0.009832292,0.010215977,0.012388715,2.25E-05
0.15,0.6,24,5,10.32771692,38.60552222,18.88546898,0.167156915,1,7,393,393,0.000929871,0.002505006,0.003026979,0.003689837,0.006911035,0.008582857,0.009012617,0.011052483,0.013550031,0.014290334,3.10E-05
0.15,0.6,24,6,13.02672516,100.6595439,42.1476657,0.402745564,1,7,393,393,0.000399852,0.001637891,0.003009937,0.003590438,0.005075753,0.005733105,0.008179047,0.010666798,0.0114239,0.014317057,1.33E-05
0.15,0.6,24,7,14.3811673,136.4357665,54.5460293,0.478673705,3,54,115.3333333,180,0.00016207,0.002033153,0.002961573,0.003337779,0.004957672,0.006458739,0.007935661,0.009407815,0.010780812,0.016156001,5.40E-06
0.15,0.6,24,8,10.19784125,41.06953144,18.40524827,0.191481636,1,7,393,393,0.001195315,0.002785325,0.003362912,0.003987322,0.004682391,0.007515394,0.008561672,0.010293213,0.010980086,0.013384626,3.98E-05
0.15,0.6,24,9,13.53078969,118.2676028,43.46744603,0.454703176,2,45,177.5,207,0.000190941,0.002026708,0.003199806,0.005575444,0.006216899,0.007845703,0.00865356,0.010674604,0.01112158,0.014849672,6.36E-06
0.15,0.6,24,10,12.14976973,73.19761494,33.87839888,0.293494566,1,7,393,393,0.000398137,0.001205375,0.002718582,0.003883026,0.006449934,0.007475568,0.008599792,0.010407123,0.01217191,0.016290783,1.37E-05
0.15,0.6,24,11,11.49354315,65.50314975,30.12112607,0.294754039,1,7,393,393,0.000476231,0.001460775,0.002193627,0.005127144,0.005867098,0.007138337,0.008183445,0.011343698,0.011614501,0.016209821,1.64E-05
0.15,0.6,24,12,9.857796951,31.96273126,17.99950385,0.145234028,1,7,393,393,0.001128469,0.001821016,0.002572601,0.004950051,0.006075675,0.006461924,0.009060683,0.010738808,0.011332068,0.016899392,3.76E-05
0.15,0.6,24,13,14.85155994,127.1081071,55.56886639,0.382095643,3,102,99.33333333,177,0.000182763,0.000792726,0.001622047,0.004037578,0.004846808,0.005534251,0.006176472,0.009299123,0.013069287,0.013867127,6.30E-06
0.15,0.6,24,14,12.74826983,87.50177477,39.67192335,0.340412291,1,7,393,393,0.000367606,0.001461675,0.002631192,0.003386374,0.005247566,0.006953232,0.007566758,0.008652874,0.01277071,0.013393085,1.23E-05
0.15,0.6,24,15,12.23454319,82.26017639,34.21530906,0.34689089,2,42,179,288,0.000316623,0.002122712,0.003598649,0.004824468,0.007032598,0.007384616,0.008336599,0.009913313,0.010775875,0.012782094,1.09E-05
0.15,0.6,24,16,13.68209697,124.6187747,46.34795899,0.483468984,2,45,177.5,207,0.000196202,0.002605363,0.003466549,0.00466754,0.0053952,0.007184142,0.007527281,0.009279339,0.01386883,0.015227793,6.77E-06
0.15,0.6,24,17,11.03611673,50.0749325,23.86942083,0.210865005,1,7,393,393,0.000891051,0.001973046,0.002793373,0.004274562,0.004711348,0.007088131,0.008168254,0.008919394,0.011897036,0.013959934,2.97E-05
0.15,0.6,24,18,10.2939728,45.80213481,21.39978655,0.230971908,1,7,393,393,0.000790252,0.001835858,0.003472651,0.005468051,0.007487501,0.008348537,0.009344472,0.009900266,0.015210299,0.017209053,2.63E-05
0.15,0.6,24,19,11.38014751,53.19855569,27.81476757,0.215312969,1,7,393,393,0.000684433,0.001090328,0.002140501,0.00270788,0.005260832,0.00601498,0.009075338,0.01104578,0.011599406,0.011944529,2.28E-05
0.15,0.6,24,20,11.71393205,67.96149236,29.08186401,0.287555508,1,7,393,393,0.000500288,0.002107517,0.00299467,0.004262934,0.006042892,0.006854213,0.007209772,0.009129849,0.011340471,0.015405425,1.67E-05
0.15,0.6,24,21,10.01749778,41.88084118,19.62950603,0.216932751,1,7,393,393,0.001203974,0.002307355,0.003217952,0.004683824,0.006718045,0.008145693,0.008518565,0.010949043,0.013719076,0.015882089,4.15E-05
0.15,0.6,24,22,13.5645574,122.191795,45.52872837,0.485239267,2,45,177.5,207,0.000194198,0.002038759,0.003496756,0.005474037,0.005980131,0.00830156,0.009487902,0.010974868,0.01313654,0.015716593,6.47E-06
0.15,0.6,24,23,12.27461577,71.51051493,35.08322933,0.276255837,2,40,180,295,0.00032677,0.001090482,0.002914406,0.003664337,0.005903987,0.008252084,0.009088285,0.011460195,0.012884082,0.013131189,1.09E-05
0.15,0.6,25,0,11.6319838,56.71699425,28.60883954,0.223776635,2,74,163,317,0.000524912,0.000842712,0.002815131,0.003284662,0.004503908,0.005119306,0.007116432,0.010436311,0.011170672,0.012676867,1.75E-05
